match_date,venue,city,team_1,team_2,toss_winner,toss_decision,match_winner
2021-01-10,Hagley Oval,Christchurch,Central Districts,Canterbury,Central Districts,bat,Central Districts
2021-01-11,Hagley Oval,Christchurch,Canterbury,Auckland,Canterbury,bat,Canterbury
2021-01-14,University Oval,Dunedin,Otago,Wellington,Otago,bat,Wellington
2021-01-15,Hagley Oval,Christchurch,Northern Districts,Canterbury,Northern Districts,bat,Canterbury
2021-01-16,Hagley Oval,Christchurch,Wellington,Canterbury,Wellington,bat,Canterbury
2021-01-17,Eden Park Outer Oval,Auckland,Auckland,Northern Districts,Northern Districts,field,Northern Districts
2021-01-18,"Pukekura Park, New Plymouth",New Plymouth,Otago,Central Districts,Central Districts,field,Central Districts
2021-01-21,Seddon Park,Hamilton,Canterbury,Northern Districts,Northern Districts,field,Northern Districts
2021-01-23,Eden Park Outer Oval,Auckland,Auckland,Central Districts,Central Districts,field,Auckland
2021-01-24,Basin Reserve,Wellington,Otago,Wellington,Wellington,field,Wellington
2021-01-25,Basin Reserve,Wellington,Canterbury,Wellington,Wellington,field,Wellington
2021-01-29,Seddon Park,Hamilton,Auckland,Northern Districts,Northern Districts,field,Northern Districts
2021-01-30,Hagley Oval,Christchurch,Otago,Canterbury,Canterbury,field,Canterbury
2021-01-31,Basin Reserve,Wellington,Central Districts,Wellington,Central Districts,bat,Wellington
2021-02-01,Eden Park Outer Oval,Auckland,Auckland,Otago,Auckland,bat,Auckland
2021-02-05,McLean Park,Napier,Central Districts,Canterbury,Canterbury,field,Central Districts
2021-02-06,University Oval,Dunedin,Northern Districts,Otago,Northern Districts,bat,Northern Districts
2021-02-07,Eden Park Outer Oval,Auckland,Wellington,Auckland,Wellington,bat,Wellington
2021-02-11,Eden Park Outer Oval,Auckland,Central Districts,Canterbury,Central Districts,bat,Canterbury
2021-02-13,Basin Reserve,Wellington,Canterbury,Wellington,Wellington,field,Wellington
2020-10-19,"Seddon Park, Hamilton",Hamilton,Northern Districts,Central Stags,Central Stags,field,Central Stags
2020-10-19,"Basin Reserve, Wellington",Wellington,Wellington Firebirds,Canterbury,Canterbury,field,Canterbury
2020-10-20,"Eden Park Outer Oval, Auckland",Auckland,Otago Volts,Auckland Aces,Auckland Aces,field,Auckland Aces
2020-10-28,"Bay Oval, Mount Maunganui",Mount Maunganui,Northern Districts,Otago Volts,Northern Districts,bat,Northern Districts
2020-10-28,"Eden Park Outer Oval, Auckland",Auckland,Auckland Aces,Central Stags,Auckland Aces,bat,Auckland Aces
2020-10-28,"Hagley Oval, Christchurch",Christchurch,Wellington Firebirds,Canterbury,Canterbury,field,Canterbury
2020-11-05,"Basin Reserve, Wellington",Wellington,Otago Volts,Wellington Firebirds,Wellington Firebirds,field,Otago Volts
2020-11-05,"Mainpower Oval, Rangiora",Rangiora,Canterbury,Northern Districts,Canterbury,bat,Canterbury
2020-11-14,"Saxton Oval, Nelson",Nelson,Northern Districts,Central Stags,Northern Districts,bat,Northern Districts
2020-11-14,"Basin Reserve, Wellington",Wellington,Auckland Aces,Wellington Firebirds,Wellington Firebirds,field,
2020-11-14,"Molyneux Park, Alexandra",Alexandra,Otago Volts,Canterbury,Otago Volts,bat,
2021-03-11,"McLean Park, Napier",Napier,Central Stags,Wellington Firebirds,Wellington Firebirds,field,Central Stags
2021-03-11,"Cobham Oval (New), Whangarei",Whangarei,Auckland Aces,Northern Districts,Northern Districts,field,
2021-03-11,"Mainpower Oval, Rangiora",Rangiora,Canterbury,Otago Volts,Otago Volts,field,Canterbury
2021-03-18,"Bay Oval, Mount Maunganui",Mount Maunganui,Northern Districts,Wellington Firebirds,Northern Districts,bat,
2021-03-18,"Queen's Park, Invercargill",Invercargill,Auckland Aces,Otago Volts,Auckland Aces,bat,
2021-03-19,"Hagley Oval, Christchurch",Christchurch,Central Stags,Canterbury,Central Stags,bat,Canterbury
2021-03-27,"Basin Reserve, Wellington",Wellington,Wellington Firebirds,Northern Districts,Northern Districts,field,
2021-03-26,"University Oval, Dunedin",Dunedin,Otago Volts,Central Stags,Otago Volts,bat,Otago Volts
2021-03-27,"Eden Park Outer Oval, Auckland",Auckland,Auckland Aces,Canterbury,Auckland Aces,bat,
2021-04-03,"Eden Park Outer Oval, Auckland",Auckland,Wellington Firebirds,Auckland Aces,Wellington Firebirds,bat,
2021-04-03,"McLean Park, Napier",Napier,Central Stags,Canterbury,Canterbury,field,
2021-04-03,"University Oval, Dunedin",Dunedin,Otago Volts,Northern Districts,Northern Districts,field,Northern Districts
2021-02-24,"Kingsmead, Durban",Durban,Warriors,Titans,Warriors,bat,Warriors
2021-02-22,"Kingsmead, Durban",Durban,Cape Cobras,Knights,Cape Cobras,bat,Knights
2021-02-24,"Kingsmead, Durban",Durban,Dolphins,Lions,Dolphins,bat,Dolphins
2021-02-23,"Kingsmead, Durban",Durban,Cape Cobras,Warriors,Warriors,field,Cape Cobras
2021-02-26,"Kingsmead, Durban",Durban,Dolphins,Titans,Dolphins,bat,Dolphins
2021-02-23,"Kingsmead, Durban",Durban,Knights,Lions,Knights,bat,Lions
2021-02-19,"Kingsmead, Durban",Durban,Dolphins,Cape Cobras,Dolphins,bat,Dolphins
2021-02-21,"Kingsmead, Durban",Durban,Titans,Cape Cobras,Titans,bat,Titans
2021-02-20,"Kingsmead, Durban",Durban,Knights,Dolphins,Knights,bat,Dolphins
2021-02-25,"Kingsmead, Durban",Durban,Warriors,Knights,Knights,field,Warriors
2021-02-22,"Kingsmead, Durban",Durban,Lions,Titans,Lions,bat,Lions
2021-02-21,"Kingsmead, Durban",Durban,Warriors,Dolphins,Warriors,bat,Dolphins
2021-02-26,"Kingsmead, Durban",Durban,Cape Cobras,Lions,Cape Cobras,bat,Lions
2021-02-19,"Kingsmead, Durban",Durban,Knights,Titans,Knights,bat,Titans
2020-10-16,Moara Vlasiei Cricket Ground,,Bulgaria,Romania,Bulgaria,bat,Bulgaria
2020-10-17,Moara Vlasiei Cricket Ground,,Romania,Bulgaria,Romania,bat,Romania
2020-10-18,Moara Vlasiei Cricket Ground,,Bulgaria,Romania,Bulgaria,bat,Romania
2020-11-27,Newlands,Cape Town,South Africa,England,England,field,England
2020-11-29,Boland Park,Paarl,South Africa,England,England,field,England
2020-12-01,Newlands,Cape Town,South Africa,England,South Africa,bat,England
2020-11-05,Dubai International Cricket Stadium,,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians
2020-11-06,Sheikh Zayed Stadium,Abu Dhabi,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad
2020-11-08,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals
2020-11-10,Dubai International Cricket Stadium,,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians
2020-12-26,SuperSport Park,Centurion,Sri Lanka,South Africa,Sri Lanka,bat,South Africa
2021-01-03,The Wanderers Stadium,Johannesburg,Sri Lanka,South Africa,Sri Lanka,bat,South Africa
2020-11-26,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Kandy Tuskers,Colombo Kings,Colombo Kings,field,
2020-11-27,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Galle Gladiators,Jaffna Stallions,Galle Gladiators,bat,Jaffna Stallions
2020-11-28,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Dambulla Viiking,Kandy Tuskers,Kandy Tuskers,field,Dambulla Viiking
2020-11-28,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Colombo Kings,Galle Gladiators,Galle Gladiators,field,Colombo Kings
2020-11-30,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Jaffna Stallions,Dambulla Viiking,Dambulla Viiking,field,Jaffna Stallions
2020-11-30,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Kandy Tuskers,Galle Gladiators,Galle Gladiators,field,Kandy Tuskers
2020-12-01,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Dambulla Viiking,Colombo Kings,Dambulla Viiking,bat,Dambulla Viiking
2020-12-01,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Jaffna Stallions,Kandy Tuskers,Jaffna Stallions,bat,Jaffna Stallions
2020-12-03,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Galle Gladiators,Jaffna Stallions,Galle Gladiators,bat,Jaffna Stallions
2020-12-03,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Kandy Tuskers,Dambulla Viiking,Kandy Tuskers,bat,Dambulla Viiking
2020-12-04,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Jaffna Stallions,Colombo Kings,Colombo Kings,field,Colombo Kings
2020-12-05,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Dambulla Viiking,Galle Gladiators,Dambulla Viiking,bat,Dambulla Viiking
2020-12-05,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Kandy Tuskers,Colombo Kings,Kandy Tuskers,bat,Colombo Kings
2020-12-07,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Colombo Kings,Galle Gladiators,Colombo Kings,bat,Galle Gladiators
2020-12-07,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Dambulla Viiking,Jaffna Stallions,Jaffna Stallions,field,
2020-12-09,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Jaffna Stallions,Kandy Tuskers,Jaffna Stallions,bat,Kandy Tuskers
2020-12-09,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Galle Gladiators,Dambulla Viiking,Dambulla Viiking,field,Dambulla Viiking
2020-12-10,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Colombo Kings,Jaffna Stallions,Jaffna Stallions,field,Colombo Kings
2020-12-10,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Kandy Tuskers,Galle Gladiators,Galle Gladiators,field,Galle Gladiators
2020-12-11,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Dambulla Viiking,Colombo Kings,Colombo Kings,field,Colombo Kings
2020-12-13,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Colombo Kings,Galle Gladiators,Galle Gladiators,field,Galle Gladiators
2020-12-14,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Jaffna Stallions,Dambulla Viiking,Dambulla Viiking,field,Jaffna Stallions
2020-12-16,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Jaffna Stallions,Galle Gladiators,Jaffna Stallions,bat,Jaffna Stallions
2021-06-29,"Riverside Ground, Chester-le-Street",Chester-le-Street,Sri Lanka,England,England,field,England
2021-07-01,"Kennington Oval, London",London,Sri Lanka,England,England,field,England
2021-07-04,"County Ground, Bristol",Bristol,Sri Lanka,England,England,field,
2021-07-08,"Sophia Gardens, Cardiff",Cardiff,Pakistan,England,England,field,England
2021-07-10,"Lord's, London",London,England,Pakistan,Pakistan,field,England
2021-07-13,"Edgbaston, Birmingham",Birmingham,Pakistan,England,England,field,England
2021-07-16,"Trent Bridge, Nottingham",Nottingham,Pakistan,England,England,field,Pakistan
2021-07-18,"Headingley, Leeds",Leeds,England,Pakistan,Pakistan,field,England
2021-07-20,"Old Trafford, Manchester",Manchester,Pakistan,England,Pakistan,bat,England
2021-08-04,"Trent Bridge, Nottingham",Nottingham,England,India,England,bat,
2021-08-12,"Lord's, London",London,India,England,England,field,India
2021-08-25,"Headingley, Leeds",Leeds,India,England,India,bat,England
2021-09-02,"Kennington Oval, London",London,India,England,England,field,India
2021-01-14,Galle International Stadium,Galle,Sri Lanka,England,Sri Lanka,bat,England
2021-01-22,Galle International Stadium,Galle,Sri Lanka,England,Sri Lanka,bat,England
2021-01-26,National Stadium,Karachi,South Africa,Pakistan,South Africa,bat,Pakistan
2021-02-04,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,South Africa,Pakistan,bat,Pakistan
2021-02-11,Gaddafi Stadium,Lahore,Pakistan,South Africa,South Africa,field,Pakistan
2021-02-13,Gaddafi Stadium,Lahore,Pakistan,South Africa,South Africa,field,South Africa
2021-02-14,Gaddafi Stadium,Lahore,South Africa,Pakistan,Pakistan,field,Pakistan
2021-02-05,MA Chidambaram Stadium,Chennai,England,India,England,bat,England
2021-02-13,MA Chidambaram Stadium,Chennai,India,England,India,bat,India
2021-02-24,Narendra Modi Stadium,Ahmedabad,England,India,England,bat,India
2021-03-04,Narendra Modi Stadium,Ahmedabad,England,India,England,bat,India
2021-03-12,Narendra Modi Stadium,Ahmedabad,India,England,England,field,England
2021-03-14,Narendra Modi Stadium,Ahmedabad,England,India,India,field,India
2021-03-16,Narendra Modi Stadium,Ahmedabad,India,England,England,field,England
2021-03-18,Narendra Modi Stadium,Ahmedabad,India,England,England,field,India
2021-03-20,Narendra Modi Stadium,Ahmedabad,India,England,England,field,India
2021-03-23,Maharashtra Cricket Association Stadium,Pune,India,England,England,field,India
2021-03-26,Maharashtra Cricket Association Stadium,Pune,India,England,England,field,England
2021-03-28,Maharashtra Cricket Association Stadium,Pune,India,England,England,field,India
2021-01-20,Shere Bangla National Stadium,Dhaka,West Indies,Bangladesh,Bangladesh,field,Bangladesh
2021-01-22,Shere Bangla National Stadium,Dhaka,West Indies,Bangladesh,West Indies,bat,Bangladesh
2021-01-25,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh,West Indies,West Indies,field,Bangladesh
2021-02-03,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh,West Indies,Bangladesh,bat,West Indies
2021-02-11,Shere Bangla National Stadium,Dhaka,West Indies,Bangladesh,West Indies,bat,West Indies
2021-04-08,"County Ground, Northampton",Northampton,Kent,Northamptonshire,Northamptonshire,field,
2021-04-08,"County Ground, Chelmsford",Chelmsford,Essex,Worcestershire,Essex,bat,
2021-04-08,"Old Trafford, Manchester",Manchester,Sussex,Lancashire,Sussex,bat,
2021-04-08,"Lord's, London",London,Middlesex,Somerset,Somerset,field,Somerset
2021-04-08,"Grace Road, Leicester",Leicester,Hampshire,Leicestershire,Hampshire,bat,Hampshire
2021-04-08,"County Ground, Bristol",Bristol,Surrey,Gloucestershire,Gloucestershire,field,Gloucestershire
2021-04-08,"Trent Bridge, Nottingham",Nottingham,Durham,Nottinghamshire,Nottinghamshire,field,
2021-04-08,"Headingley, Leeds",Leeds,Glamorgan,Yorkshire,Yorkshire,field,
2021-04-08,"Edgbaston, Birmingham",Birmingham,Derbyshire,Warwickshire,Warwickshire,field,
2021-04-15,"The Rose Bowl, Southampton",Southampton,Hampshire,Middlesex,Hampshire,bat,Hampshire
2021-04-15,"Old Trafford, Manchester",Manchester,Lancashire,Northamptonshire,Lancashire,bat,Lancashire
2021-04-15,"St Lawrence Ground, Canterbury",Canterbury,Yorkshire,Kent,Yorkshire,bat,Yorkshire
2021-04-15,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Sussex,Sussex,field,Sussex
2021-04-15,"The Cooper Associates County Ground, Taunton",Taunton,Somerset,Gloucestershire,Gloucestershire,field,Gloucestershire
2021-04-15,"County Ground, Derby",Derby,Derbyshire,Worcestershire,Worcestershire,field,
2021-04-15,"County Ground, Chelmsford",Chelmsford,Essex,Durham,Essex,bat,Essex
2021-04-15,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Warwickshire,Nottinghamshire,bat,Warwickshire
2021-04-15,"Kennington Oval, London",London,Leicestershire,Surrey,Leicestershire,bat,
2021-04-22,"County Ground, Hove",Brighton,Yorkshire,Sussex,Yorkshire,bat,Yorkshire
2021-04-22,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Derbyshire,Durham,bat,
2021-04-22,"St Lawrence Ground, Canterbury",Canterbury,Lancashire,Kent,Kent,field,Lancashire
2021-04-22,"County Ground, New Road, Worcester",Worcester,Worcestershire,Nottinghamshire,Worcestershire,bat,
2021-04-22,"The Rose Bowl, Southampton",Southampton,Hampshire,Gloucestershire,Hampshire,bat,
2021-04-22,"Edgbaston, Birmingham",Birmingham,Essex,Warwickshire,Essex,bat,Warwickshire
2021-04-22,"Lord's, London",London,Surrey,Middlesex,Middlesex,field,Middlesex
2021-04-22,"County Ground, Northampton",Northampton,Glamorgan,Northamptonshire,Northamptonshire,field,Northamptonshire
2021-04-29,"County Ground, Hove",Brighton,Sussex,Lancashire,Sussex,bat,Lancashire
2021-04-29,"County Ground, Derby",Derby,Nottinghamshire,Derbyshire,Derbyshire,field,Nottinghamshire
2021-04-29,"County Ground, New Road, Worcester",Worcester,Essex,Worcestershire,Essex,bat,
2021-04-29,"Riverside Ground, Chester-le-Street",Chester-le-Street,Warwickshire,Durham,Durham,field,Durham
2021-04-29,"County Ground, Bristol",Bristol,Leicestershire,Gloucestershire,Gloucestershire,field,Gloucestershire
2021-04-29,"The Cooper Associates County Ground, Taunton",Taunton,Middlesex,Somerset,Somerset,field,Somerset
2021-04-29,"Sophia Gardens, Cardiff",Cardiff,Kent,Glamorgan,Glamorgan,field,Glamorgan
2021-04-29,"Headingley, Leeds",Leeds,Yorkshire,Northamptonshire,Northamptonshire,field,Yorkshire
2021-04-29,"Kennington Oval, London",London,Hampshire,Surrey,Surrey,field,Surrey
2021-05-06,"Headingley, Leeds",Leeds,Kent,Yorkshire,Yorkshire,field,
2021-05-06,"Grace Road, Leicester",Leicester,Leicestershire,Surrey,Leicestershire,bat,
2021-05-06,"Edgbaston, Birmingham",Birmingham,Warwickshire,Worcestershire,Worcestershire,field,
2021-05-06,"Lord's, London",London,Middlesex,Gloucestershire,Gloucestershire,field,Gloucestershire
2021-05-06,"Old Trafford, Manchester",Manchester,Glamorgan,Lancashire,Glamorgan,bat,
2021-05-06,"County Ground, Northampton",Northampton,Sussex,Northamptonshire,Northamptonshire,field,Northamptonshire
2021-05-06,"The Rose Bowl, Southampton",Southampton,Hampshire,Somerset,Somerset,field,Somerset
2021-05-06,"Trent Bridge, Nottingham",Nottingham,Essex,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2021-05-13,"County Ground, Chelmsford",Chelmsford,Essex,Derbyshire,Derbyshire,field,Essex
2021-05-13,"County Ground, Hove",Brighton,Kent,Sussex,Sussex,field,
2021-05-13,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Yorkshire,Yorkshire,field,
2021-05-13,"Lord's, London",London,Middlesex,Hampshire,Hampshire,field,Hampshire
2021-05-13,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Worcestershire,Worcestershire,field,Durham
2021-05-13,"The Cooper Associates County Ground, Taunton",Taunton,Surrey,Somerset,Somerset,field,
2021-05-20,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Worcestershire,Worcestershire,field,Nottinghamshire
2021-05-20,"County Ground, Chelmsford",Chelmsford,Warwickshire,Essex,Warwickshire,bat,
2021-05-20,"County Ground, Derby",Derby,Derbyshire,Durham,Durham,field,
2021-05-20,"County Ground, Northampton",Northampton,Lancashire,Northamptonshire,Northamptonshire,field,
2021-05-20,"St Lawrence Ground, Canterbury",Canterbury,Kent,Glamorgan,Glamorgan,field,
2021-05-19,"The Rose Bowl, Southampton",Southampton,Hampshire,Leicestershire,Leicestershire,field,
2021-05-20,"County Ground, Bristol",Bristol,Somerset,Gloucestershire,Gloucestershire,field,
2021-05-20,"Kennington Oval, London",London,Surrey,Middlesex,Middlesex,field,
2021-05-27,"Riverside Ground, Chester-le-Street",Chester-le-Street,Essex,Durham,Durham,field,Essex
2021-05-27,"Edgbaston, Birmingham",Birmingham,Warwickshire,Nottinghamshire,Nottinghamshire,field,Warwickshire
2021-05-27,"County Ground, New Road, Worcester",Worcester,Worcestershire,Derbyshire,Worcestershire,bat,Worcestershire
2021-05-27,"Old Trafford, Manchester",Manchester,Yorkshire,Lancashire,Yorkshire,bat,Lancashire
2021-05-27,"County Ground, Hove",Brighton,Sussex,Northamptonshire,Sussex,bat,Northamptonshire
2021-05-27,"Kennington Oval, London",London,Surrey,Gloucestershire,Surrey,bat,Surrey
2021-05-27,"Grace Road, Leicester",Leicester,Middlesex,Leicestershire,Middlesex,bat,Leicestershire
2021-06-03,"Headingley, Leeds",Leeds,Sussex,Yorkshire,Yorkshire,field,Yorkshire
2021-06-03,"County Ground, New Road, Worcester",Worcester,Worcestershire,Durham,Durham,field,Durham
2021-06-03,"County Ground, Derby",Derby,Warwickshire,Derbyshire,Derbyshire,field,Warwickshire
